sid,gid,gname,sname,fname,pinyin,abbr,tid,tname,pid,pname,nickname,company,join_day,height,birth_day,star_sign_12,star_sign_48,birth_place,speciality,hobby,experience,catch_phrase,weibo_uid,weibo_verifier,blood_type,tieba_kw,status
20027,20,BEJ,李娜,李 娜,Li Na,LN,202,E,2001,BEJ48 一期生,牙妹,北京丝芭文化传媒有限公司,2016-07-16,166,05.01,金牛座,展现金牛座，展现的一周，4.25-5.2,中国 山东 ,民族舞,吃东西,2016.07.16 加入BEJ48一期生 <br>2016.10.01 加入BEJ48 TeamE,,6013807210,af59efcb,B,bej48,44
20065,20,BEJ,李烨,李 烨,Li Ye,LY,202,E,2002,BEJ48 二期生,火华宝，小叶子，小草莓,北京丝芭文化传媒有限公司,2017-03-11,155,06.17,双子座,追寻双子座，追寻的一周，6.11-6.18,中国 辽宁 ,话特长，美术，吃东西,爱好广泛 从三次元到二次元 cosplay lolita 看电影 篮球 画画 吃 追番,2017.03.11 加入BEJ48 二期生<br>2017.04.20 加入BEJ48 TEAM E,,6206250993,221cfd77,-,bej48,44
20079,20,BEJ,李宗颐,李 宗颐,Li ZongYi,LZY,202,E,2003,BEJ48 三期生,咩咩,北京丝芭文化传媒有限公司,2017-11-25,160,09.25,天秤座,完美天秤座，完美主义的一周，9.25-10.2,中国 北京 ,日语,睡觉、打游戏,2017.11.25 加入BEJ48 三期生<br>2017.11.25 加入BEJ48 TEAM E,小羊怎么叫：咩咩。,6402444774,ee5c07d8,B,bej48,44
20066,20,BEJ,徐静,徐 静,Xu Jing,XJ,202,E,2002,BEJ48 二期生,小青蛙,北京丝芭文化传媒有限公司,2017-03-11,159,09.26,天秤座,完美天秤座，完美主义的一周，9.25-10.2,中国 浙江 ,素描，剪纸,跳舞 看书,2017.03.11 加入BEJ48 二期生<br>2017.04.20 加入BEJ48 TEAM E,,6206253822,221cfd77,-,bej48,44
20038,20,BEJ,易妍倩,易 妍倩,Yi YanQian,YYQ,202,E,1006,SNH48 六期生,aiko酱  爱酱,北京丝芭文化传媒有限公司,2016-01-18,166,11.28,射手座,独立射手座，独立的一周，11.25-12.2,中国 湖南 ,画漫画  料理  收拾房间,二次元有关的一切 研究料理,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE,,5891709949,3996e0bb,-,bej48,44
20067,20,BEJ,赵笛儿,赵 笛儿,Zhao DiEr,ZDE,202,E,2002,BEJ48 二期生,笛儿 Dear,北京丝芭文化传媒有限公司,2017-03-11,159,09.04,处女座,神秘处女座，谜样的一周，9.3-9.10,中国 山西 ,书法 唱歌 跳舞,打游戏 买买买,2017.03.11 加入BEJ48 二期生<br>2017.04.20 加入BEJ48 TEAM E,,6206251515,221cfd77,A,bej48,44
20049,20,BEJ,单习文,单 习文,Shan XiWen,SXW,203,J,2001,BEJ48 一期生,茜茜,北京丝芭文化传媒有限公司,2016-07-16,160,01.31,水瓶座,不要麻烦水瓶座，青春自在的一周，1.31-2.7,中国 安徽 ,英语 砍价 考试,睡觉 音乐 看书 跳舞,2016.07.16 加入BEJ48一期生 <br>2016.10.01 加入BEJ48 TeamJ,,6017032776,7e5b1e6d,-,bej48,44
20050,20,BEJ,石羽莎,石 羽莎,Shi YuSha,SYS,203,J,2001,BEJ48 一期生,暖暖 奶茶,北京丝芭文化传媒有限公司,2016-07-16,163,06.20,双子座,双子巨蟹座，神奇的交界，6.19-6.24,中国 北京 ,古筝 古典舞,写歌 唱歌 汉服 韩舞,2016.07.16 加入BEJ48一期生 <br>2016.10.01 加入BEJ48 TeamJ,,6016757708,7e5b1e6d,B,bej48,44
20072,20,BEJ,郑心雨,郑 心雨,Zheng XinYu,ZXY,203,J,2002,BEJ48 二期生,小雨毛 心雨,北京丝芭文化传媒有限公司,2017-03-11,162,04.27,金牛座,展现金牛座，展现的一周，4.25-5.2,中国 北京 ,写歌 写日记 Rap,打游戏 吃零食 看韩剧、动漫,2017.03.11 加入BEJ48 二期生<br>2017.04.20 加入BEJ48 TEAM J,,6210685704,ec9e4acc,O,bej48,44
30058,30,GNZ,陈俊宏,陈 俊宏,Chen JunHong,CJH,301,G,3002,GNZ48 二期生,Aoi、夜喵、喵,广州丝芭文化传媒有限公司,2017-04-29,162,09.28,天秤座,完美天秤座，完美主义的一周，9.25-10.2,中国 湖北 ,舞蹈，绘画，卖萌，寻找美食,"动漫，cosplay,宅舞，吃吃吃!",2017.04.29 加入GNZ48二期生<br>2017.04.29 加入GNZ48TeamG队（TeamG）,,6226275725,6fe563a0,-,gnz48,99
30057,30,GNZ,陈佳莹,陈 佳莹,Chen JiaYing,CJY,301,G,3002,GNZ48 二期生,小家伙,广州丝芭文化传媒有限公司,2017-04-29,160,08.16,狮子座,领导狮子座，领导的一周，8.11-8.18,中国 广东 ,肢体不协调骨灰级少女,编织世界，表演,2017.04.29 加入GNZ48二期生<br>2017.04.29 加入GNZ48TeamG队（TeamG）,,6221966810,d4321f74,-,gnz48,99
30001,30,GNZ,陈珂,陈 珂,Chen Ke,CK,301,G,1005,SNH48 五期生,CK、珂导,广州丝芭文化传媒有限公司,2015-07-25,166,08.09,狮子座,力平衡狮子座，力平衡的一周，8.3-8.10,中国 湖南 ,舞蹈、尤克里里、运动、跆拳道,养生、动漫、运动、收集奇怪的东西,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.04.20 移籍GNZ48TeamG队（TeamG)<br>2017.07.29 SNH48 GROUP第四届总决选第五十八名<br>2017.07.29 GNZ48 TOP16 第五名<br>2018.07.28 SNH48 GROUP第五届总决选第三十四名<br>2018.07.28 GNZ48 TOP16 第四名,#,5680339910,8fdcb4d4,O,gnz48,99
30002,30,GNZ,陈雨琪,陈 雨琪,Chen YuQi,CYQ,301,G,1005,SNH48 五期生,小可爱、团子、minaki,广州丝芭文化传媒有限公司,2015-07-25,159,12.16,射手座,泰坦神射手座，巨人的一周，12.11-12.18,中国 湖南 ,舞蹈、2048,ACG、Cosplay、吃辣、对镜子笑,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.04.20 移籍GNZ48TeamG队（TeamG)<br>2017.07.29 GNZ48 TOP16 第十四名,#,5681354886,8fdcb4d4,-,gnz48,99
30075,30,GNZ,符冰冰,符 冰冰,Fu BingBing,FBB,301,G,3003,GNZ48 三期生,Bubu、冰冰,广州丝芭文化传媒有限公司,2017-10-01,164,08.21,狮子座,狮子处女座，敞开的交界，8.19-8.25,中国 广东 ,民族舞、冷场、反射弧特长,舞蹈、Eat、摄影、旅游、发呆,2017.10.1 加入GNZ48三期生<br>2018.10.05 升格加入GNZ48 Team G,大家好，我是GNZ48 的符冰冰。,6376516458,fbd2bd61,-,gnz48,99
30061,30,GNZ,方晓瑜,方 晓瑜,Fang XiaoYu,FXY,301,G,3002,GNZ48 二期生,小鱼 晓晓,广州丝芭文化传媒有限公司,2017-04-29,158,03.04,双鱼座,独行侠双鱼座，独行侠的一周，3.3-3.10,中国 陕西 ,特能吃辣 ，胆子大,古着、逛淘宝、心理学,2017.04.29 加入GNZ48二期生<br>2017.04.29 加入GNZ48TeamG队（TeamG）,,6224134031,9f841b18,O,gnz48,99
30004,30,GNZ,高源婧,高 源婧,Gao YuanJing,GYJ,301,G,1005,SNH48 五期生,小狐狸、二源,广州丝芭文化传媒有限公司,2015-07-25,166,07.06,巨蟹座,个性巨蟹座，个性的一周，7.3-7.10,中国 山东 ,吉他、陶笛、HipHop、盐,看侦探小说、听音乐、打篮球、吃辣,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.04.20 移籍GNZ48TeamG队（TeamG)<br>2016.07.30 GNZ48TOP7第五名<br>2016.10.01 GNZ48TeamG队（TeamG）副队长任命<br>2018.04.29 GNZ48TeamG队（TeamG）副队长卸任<br>2018.07.28 SNH48 GROUP第五届总决选第五十八名<br>2018.07.28 GNZ48 TOP16 第十名,#,5685467003,ac140f9e,O,gnz48,99
30076,30,GNZ,黄楚茵,黄 楚茵,Huang ChuYin,HCY,301,G,3003,GNZ48 三期生,奶黄包、央央,广州丝芭文化传媒有限公司,2017-01-02,162,01.20,水瓶座,摩羯水瓶座，神秘幻想的交界，1.17-1.22,中国 广东 ,做事不拖拉、看书很快,运动、看书、整理、追剧、吃,2017.10.01 加入GNZ48三期生<br>2018.06.01 升格加入GNZ48&nbsp;Team&nbsp;G,大家好，我是GNZ48 Team G的黄楚茵。,6371457043,fbd2bd61,B,gnz48,99
30036,30,GNZ,黄黎蓉,黄 黎蓉,Huang LiRong,HLR,301,G,3001,GNZ48 一期生,黎蓉、莲蓉蛋黄,广州丝芭文化传媒有限公司,2016-10-01,164,01.23,水瓶座,天才水瓶座，天才的一周，1.23-1.30,中国 湖南 ,唱歌、民族 古典 芭蕾舞、钢琴、二胡、尤克里里,翻唱、宅舞、打游戏、吃肉,2016.10.01 加入GNZ48一期生<br>2016.10.01 加入GNZ48TeamG队（TeamG）,1,6033592700,9b6fcdce,A,gnz48,99
30010,30,GNZ,罗寒月,罗 寒月,Luo HanYue,LHY,301,G,1006,SNH48 六期生,小垣、寒月、暖日、tsuki,广州丝芭文化传媒有限公司,2016-04-20,159,04.27,金牛座,展现金牛座，展现的一周，4.25-5.2,中国 重庆 ,侧手翻、笑点高、冷场,表演、唱歌、睡觉、宅舞、榴莲披萨,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamG队（TeamG)<br>2018.04.29 GNZ48TeamG队（TeamG）队长任命,1,5886586996,8b1169cd,B,gnz48,99
30007,30,GNZ,林嘉佩,林 嘉佩,Lin JiaPei,LJP,301,G,1005,SNH48 五期生,佩佩、小0,广州丝芭文化传媒有限公司,2015-07-25,162,08.16,狮子座,领导狮子座，领导的一周，8.11-8.18,中国 广东 ,舞蹈、摄影、烹饪、演艺,武术、爵士、运动,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.04.20 移籍GNZ48TeamG队（TeamG),#,5681828458,b4a006b3,O,gnz48,99
30065,30,GNZ,梁可,梁 可,Liang Ke,LK,301,G,3002,GNZ48 二期生,可乐、可可,广州丝芭文化传媒有限公司,2017-04-29,164,03.23,白羊座,双鱼白羊座，新生的交界，3.19-3.24,中国 甘肃 ,活跃气氛、把天聊死、榨果汁？,动漫、游戏、看电影、吃零食,2017.04.29 加入GNZ48二期生<br>2017.04.29 加入GNZ48TeamG队（TeamG）,,6228889272,6fe563a0,-,gnz48,99
30078,30,GNZ,罗可嘉,罗 可嘉,Luo KeJia,LKJ,301,G,3003,GNZ48 三期生,可嘉、小安,广州丝芭文化传媒有限公司,2017-10-01,162,02.02,水瓶座,不要麻烦水瓶座，青春自在的一周，1.31-2.7,中国 台湾 ,夸自己,动漫cosplay、偶像宅、化妆,2017.10.1 加入GNZ48三期生<br>2018.10.05 升格加入GNZ48 Team G,大家好，我是GNZ48 的罗可嘉。,6375457642,a28ad50d,A,gnz48,99
30006,30,GNZ,李沁洁,李 沁洁,Li QinJie,LQJ,301,G,1005,SNH48 五期生,木子、kiko,广州丝芭文化传媒有限公司,2015-07-25,158,02.12,水瓶座,接纳水瓶座，接纳的一周，2.8-2.15,中国 四川 ,颜艺、跳舞、画画,跳舞、ACG、Cosplay、喜欢古典的东西,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.04.20 移籍GNZ48TeamG队（TeamG)<br>2016.07.30 GNZ48TOP7第六名,#,5681479865,b4a006b3,A,gnz48,99
30080,30,GNZ,林芝,林 芝,Lin Zhi,LZ,301,G,3003,GNZ48 三期生,007、木木茜,广州丝芭文化传媒有限公司,2017-10-01,167,11.21,天蝎座,天蝎射手座，变革的交界，11.19-11.24,中国 江西 ,腿特长、钢琴、古筝,睡觉、打架子鼓、追剧,2017.10.1 加入GNZ48三期生<br>2018.10.05 升格加入GNZ48 Team G,大家好，我是GNZ48 的林芝。,6195974151,a28ad50d,B,gnz48,99
30088,30,GNZ,徐佳音,徐 佳音,Xu JiaYin,XJY,301,G,3004,GNZ48 四期生,喑、喑爷、小脸,广州丝芭文化传媒有限公司,2017-11-23,168,08.18,狮子座,领导狮子座，领导的一周，8.11-8.18,中国 福建 ,Cosplay,睡觉、唱歌、追番、吸女团,2017.11.23 加入GNZ48 四期生<br>2018.10.05 升格加入GNZ48 Team G,大家好，我是GNZ48 的 徐佳音。,6415616565,1ed7c8f0,O,gnz48,99
30012,30,GNZ,谢蕾蕾,谢 蕾蕾,Xie LeiLei,XLL,301,G,1005,SNH48 五期生,hana、蕾蕾,广州丝芭文化传媒有限公司,2015-07-25,162,12.01,射手座,独立射手座，独立的一周，11.25-12.2,中国 广东 ,古典民族舞、抓娃娃、发呆,少女漫、宅、舞蹈,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.04.20 移籍GNZ48TeamG队（TeamG)<br>2016.07.30 SNH48第三届总选举第四十名<br>2016.07.30 GNZ48TOP7第一名<br>2017.07.29 SNH48 GROUP第四届总决选第三十二名<br>2017.07.29 GNZ48 TOP16 第二名<br>2018.07.28 SNH48 GROUP第五届总决选第十一名<br>2018.07.28 GNZ48 TOP16 第一名,#,5786332015,f74b1150,B,gnz48,99
30013,30,GNZ,阳青颖,阳 青颖,Yang QingYing,YQY,301,G,1005,SNH48 五期生,夏天,广州丝芭文化传媒有限公司,2015-07-25,159,08.27,处女座,系统化处女座，系统化的一周，8.26-9.2,中国 四川 ,话痨、亲和力、吃不胖,撩妹、套路、唱歌、吃麻辣烫、书法,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.04.20 移籍GNZ48TeamG队（TeamG),#,5786337946,f74b1150,O,gnz48,99
30014,30,GNZ,曾艾佳,曾 艾佳,Zeng AiJia,ZAJ,301,G,1005,SNH48 五期生,狮子、艾瑞狮,广州丝芭文化传媒有限公司,2015-07-25,162,07.11,巨蟹座,说客巨蟹座，说客的一周，7.11-7.18,中国 四川 ,创意策划、配音、和声,尤克里里、琵琶、绘画,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.04.20 移籍GNZ48TeamG队（TeamG)<br>2016.10.01 GNZ48TeamG队（TeamG）队长任命<br>2018.04.29 GNZ48TeamG队（TeamG）队长卸任,#,5787334703,f74b1150,A,gnz48,99
30016,30,GNZ,张琼予,张 琼予,Zhang QiongYu,ZQY,301,G,1006,SNH48 六期生,rinako,广州丝芭文化传媒有限公司,2016-04-20,163,01.21,水瓶座,摩羯水瓶座，神秘幻想的交界，1.17-1.22,中国 浙江 ,跳舞、模仿、冷笑话,游泳、追日剧、宅舞,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamG队（TeamG)<br>2016.07.30 GNZ48 TOP7 第七名<br>2017.07.29 SNH48 GROUP第四届总决选第六十二名<br>2017.07.29 GNZ48 TOP16 第六名<br>2018.07.28 SNH48 GROUP第五届总决选第六十一名<br>2018.07.28 GNZ48 TOP16 第十一名,#,5886585193,8b1169cd,-,gnz48,99
30071,30,GNZ,朱怡欣,朱 怡欣,Zhu YiXin,ZYX,301,G,3002,GNZ48 二期生,GG.Bond、朱朱、11、棉花糖,广州丝芭文化传媒有限公司,2017-04-29,161,04.22,金牛座,白羊金牛座，力量的交界，4.19-4.24,中国 浙江 ,打游戏、修仙,少女漫、喝可乐、穿小裙子 、收集可爱的东西,2017.04.29 加入GNZ48二期生<br>2017.04.29 加入GNZ48TeamG队（TeamG）<br>2018.05.14 降格为GNZ48预备生<br>2018.07.28 GNZ48 TOP16 第十六名<br>2018.08.10 升格到GNZ48TeamG队（TeamG）,,6224125612,9f841b18,-,gnz48,99
30019,30,GNZ,陈慧婧,陈 慧婧,Chen HuiJing,CHJ,302,NIII,1006,SNH48 六期生,魔婧、猫玖,广州丝芭文化传媒有限公司,2016-04-20,163,01.13,摩羯座,支配摩羯座，支配的一周，1.10-1.16,中国 浙江 ,黑暗料理、灵魂歌姬,诗词歌赋、琴棋书画,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII),1,5887698175,8ca38cb0,-,gnz48,99
30020,30,GNZ,陈楠茜,陈 楠茜,Chen NanXi,CNX,302,NIII,1006,SNH48 六期生,奶昔、魔法少女子茉茉、Nancy,广州丝芭文化传媒有限公司,2016-05-01,168,06.12,双子座,追寻双子座，追寻的一周，6.11-6.18,中国 河南 ,唱歌、宅舞、画画、主持,喵星人、Cosplay,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII),#,5886589255,8b1169cd,-,gnz48,99
30021,30,GNZ,陈欣妤,陈 欣妤,Chen XinYu,CXY,302,NIII,1006,SNH48 六期生,金鱼,广州丝芭文化传媒有限公司,2016-04-20,164,06.05,双子座,语言双子座，新语言的一周，6.3-6.10,中国 台湾 ,三分球、灵魂P图手、闽南语、粤语、英语,看游戏实况、球赛、日语,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII)<br>2017.07.29 GNZ48 TOP16 第九名,1,5886364814,8b1169cd,O,gnz48,99
30022,30,GNZ,冯嘉希,冯 嘉希,Feng JiaXi,FJX,302,NIII,1006,SNH48 六期生,希仔、小希,广州丝芭文化传媒有限公司,2016-04-20,168,06.04,双子座,语言双子座，新语言的一周，6.3-6.10,中国 广东 ,体育解说,看球赛、写作、桌游,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII)<br>2017.07.29 GNZ48 TOP16 第十一名,1,5887712082,8ca38cb0,A,gnz48,99
30062,30,GNZ,高雪逸,高 雪逸,Gao XueYi,GXY,302,NIII,3002,GNZ48 二期生,果核,广州丝芭文化传媒有限公司,2017-04-29,170,10.27,天蝎座,强烈天蝎座，强烈的一周，10.26-11.2,中国 重庆 ,新筝、古筝、消消乐,动漫、手游、看小说,2017.04.29 加入GNZ48二期生<br>2017.04.29 加入GNZ48TeamNIII队（TeamNIII）,,6220528915,6fe563a0,O,gnz48,99
30023,30,GNZ,洪静雯,洪 静雯,Hong JingWen,HJW,302,NIII,1006,SNH48 六期生,奶盖、盖宝,广州丝芭文化传媒有限公司,2016-04-20,164,10.14,天秤座,戏剧天秤座，戏剧的一周，10.11-10.18,中国 海南 ,织围巾、PhotoShop、和海豚对话,节奏狂人、跳舞、看电影、ACG,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII),1,5885955392,c4e534ae,B,gnz48,99
30026,30,GNZ,卢静,卢 静,Lu Jing,LJ,302,NIII,1006,SNH48 六期生,卢不闹、总裁、小精灵,广州丝芭文化传媒有限公司,2016-04-20,155,11.05,天蝎座,深奥天蝎座，深奥的一周，11.3-11.11,中国 福建 ,唱歌、灵魂画手、制作表情包,拍照、恐怖片、买袜子、讲冷笑话,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48 TeamNIII队（TeamNIII)<br>2016.07.30 GNZ48 TOP7 第三名<br>2017.07.29 GNZ48 TOP16 第八名<br>2018.07.28 SNH48 GROUP 第五届总决选第五十一名<br>2018.07.28 GNZ48 TOP16 第八名,1,5886364444,8b1169cd,-,gnz48,99
30024,30,GNZ,刘力菲,刘 力菲,Liu LiFei,LLF,302,NIII,1006,SNH48 六期生,flyfly、米菲、Miffy,广州丝芭文化传媒有限公司,2016-04-20,168,10.30,天蝎座,强烈天蝎座，强烈的一周，10.26-11.2,中国 四川 ,模仿、颜艺、川普,ACG、听相声、旅行、美食,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII)<br>2016.10.02 GNZ48TeamNIII队（TeamNIII）队长任命<br>2017.07.29 SNH48 GROUP第四届总决选第二十三名<br>2017.07.29 GNZ48 TOP16 第一名<br>2018.07.28 SNH48 GROUP第五届总决选第二十一名<br>2018.07.28 GNZ48 TOP16 第三名,1,5887863238,c4e534ae,-,gnz48,99
30025,30,GNZ,刘倩倩,刘 倩倩,Liu QianQian,LQQ,302,NIII,1006,SNH48 六期生,倩倩、圈圈、677,广州丝芭文化传媒有限公司,2016-04-20,162,11.28,射手座,独立射手座，独立的一周，11.25-12.2,中国 福建 ,画插画、心灵疗伤、照顾人,仿妆、看美女、旅行、美食,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII)<br>2016.10.02 GNZ48TeamNIII队（TeamNIII）副队长任命<br>2017.07.29 SNH48 GROUP第四届总决选第六十六名<br>2017.07.29 GNZ48 TOP16 第七名<br>2018.07.28 SNH48 GROUP第五届总决选第五十五名<br>2018.07.28 GNZ48 TOP16 第九名,1,5885708534,c4e534ae,B,gnz48,99
30027,30,GNZ,孙馨,孙 馨,Sun Xin,SX,302,NIII,1006,SNH48 六期生,小老虎,广州丝芭文化传媒有限公司,2016-04-20,168,02.27,双鱼座,心灵双鱼座，心灵的一周，2.23-3.2,中国 江苏 ,表演、动耳朵,逛街、看电影、旅游,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII),1,5887714199,8ca38cb0,-,gnz48,99
30028,30,GNZ,唐莉佳,唐 莉佳,Tang LiJia,TLJ,302,NIII,1006,SNH48 六期生,丫丫、Olivia、士力架,广州丝芭文化传媒有限公司,2016-04-20,160,01.18,摩羯座,摩羯水瓶座，神秘幻想的交界，1.17-1.22,中国 四川 ,潮流时尚、手工编织、英语,电台、coffeebar、旅行,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII)<br>2016.07.30 GNZ48 TOP7 第二名<br>2017.07.29 SNH48 GROUP第四届总决选第五十名<br>2017.07.29 GNZ48 TOP16 第四名<br>2018.07.28 SNH48 GROUP第五届总决选第三十六名<br>2018.07.28 GNZ48 TOP16 第五名,1,5885940120,c4e534ae,A,gnz48,99
30067,30,GNZ,唐诗怡,唐 诗怡,Tang ShiYi,TSY,302,NIII,3002,GNZ48 二期生,糖宝，葫芦糖，十一,广州丝芭文化传媒有限公司,2017-04-29,156,07.16,巨蟹座,说客巨蟹座，说客的一周，7.11-7.18,中国 吉林 ,做手工，民族舞，刨幺,跳舞，看小说，玩摩尔庄园，睡觉，做梦,2017.04.29 加入GNZ48二期生<br>2017.04.29 加入GNZ48TeamNIII队（TeamNIII）,,6218540972,9f841b18,A,gnz48,99
30082,30,GNZ,吴羽霏,吴 羽霏,Wu YuFei,WYF,302,NIII,3003,GNZ48 三期生,无语飞,广州丝芭文化传媒有限公司,2017-10-01,164,07.28,狮子座,权威狮子座，权威的一周，7.26-8.2,中国 福建 ,接梗抛梗、做数学题、突然的搞笑,做手帐、做数学题、舞蹈,2017.10.01 加入GNZ48三期生<br>2018.06.01 升格加入GNZ48&nbsp;Team&nbsp;NIII,大家好，我是GNZ48 Team NIII的吴羽霏。,6371458040,fbd2bd61,-,gnz48,99
30068,30,GNZ,谢艾琳,谢 艾琳,Xie AiLin,XAL,302,NIII,3002,GNZ48 二期生,420、Irene,广州丝芭文化传媒有限公司,2017-04-29,157,12.28,摩羯座,王者摩羯座，王者的一周，12.26-1.2,中国 广东 ,秒哭、英语,旅行、养宠物、吃,2017.04.29 加入GNZ48二期生<br>2017.04.29 加入GNZ48TeamNIII队（TeamNIII）,,6218543083,9f841b18,B,gnz48,99
30029,30,GNZ,冼燊楠,冼 燊楠,Xian ShenNan,XSN,302,NIII,1006,SNH48 六期生,usagi、果舞,广州丝芭文化传媒有限公司,2016-04-20,163,11.09,天蝎座,深奥天蝎座，深奥的一周，11.3-11.11,中国 广西 ,画画、跳舞、颜艺,ACG、JK制服控、收集手办、Cosplay、养仓鼠,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII),1,5887054947,e5c5ac2e,B,gnz48,99
30030,30,GNZ,肖文铃,肖 文铃,Xiao WenLing,XWL,302,NIII,1006,SNH48 六期生,小铃铛,广州丝芭文化传媒有限公司,2016-04-20,165,01.24,水瓶座,天才水瓶座，天才的一周，1.23-1.30,中国 四川 ,拉丁、手指劈叉,ACG、舞蹈、森系,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII)<br>2017.07.29 GNZ48 TOP16 第十三名<br>2018.07.28 SNH48 GROUP第五届总决选第五十名<br>2018.07.28 GNZ48 TOP16 第七名,1,5885954688,c4e534ae,-,gnz48,99
30031,30,GNZ,熊心瑶,熊 心瑶,Xiong XinYao,XXY,302,NIII,1006,SNH48 六期生,苞谷、心瑶、haruka,广州丝芭文化传媒有限公司,2016-04-20,158,01.19,摩羯座,摩羯水瓶座，神秘幻想的交界，1.17-1.22,中国 重庆 ,日语、长笛、拉丁舞,偶像鉴赏、电竞,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII)<br>2017.07.29 GNZ48TOP16第十名<br>2017.10.27 兼任CKG48 TeamC队（TeamC）,1,5887697862,8ca38cb0,-,gnz48,99
30032,30,GNZ,郑丹妮,郑 丹妮,Zheng DanNi,ZDN,302,NIII,1006,SNH48 六期生,蒸蛋泥、Kimmy、懒蛋蛋,广州丝芭文化传媒有限公司,2016-04-20,167,01.26,水瓶座,天才水瓶座，天才的一周，1.23-1.30,中国 广东 ,表演、特能吃、味蕾发达、懂汪星人语言,跆拳道、ACG、舞蹈,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII)<br>2016.07.30 GNZ48 TOP7 第四名<br>2017.07.29 SNH48 GROUP第四届总决选第四十五名<br>2017.07.29 GNZ48 TOP16 第三名<br>2018.07.28 SNH48 GROUP第五届总决选第十八名<br>2018.07.28 GNZ48 TOP16 第二名,1,5887697249,8ca38cb0,O,gnz48,99
30033,30,GNZ,左嘉欣,左 嘉欣,Zuo JiaXin,ZJX,302,NIII,1006,SNH48 六期生,嘉欣、Pany,广州丝芭文化传媒有限公司,2016-04-20,166,09.01,处女座,系统化处女座，系统化的一周，8.26-9.2,中国 上海 ,摄影、游泳,看电影、宅舞、看书、diy,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII),1,5885722642,c4e534ae,-,gnz48,99
30034,30,GNZ,左婧媛,左 婧媛,Zuo JingYuan,ZJY,302,NIII,1006,SNH48 六期生,左左、左大侠,广州丝芭文化传媒有限公司,2016-04-20,166,08.19,狮子座,狮子处女座，敞开的交界，8.19-8.25,中国 四川 ,吃肉不长胖、手摇电风扇,美食、电影、文学、夜宵,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍GNZ48TeamNIII队（TeamNIII)<br>2017.07.29 GNZ48 TOP16 第十二名<br>2018.07.28 SNH48 GROUP第五届总决选第四十二名<br>2018.07.28 GNZ48 TOP16 第六名,1,5885812685,8ca38cb0,O,gnz48,99
30070,30,GNZ,郑悦,郑 悦,Zheng Yue,ZY,302,NIII,3002,GNZ48 二期生,Mila、悦悦,广州丝芭文化传媒有限公司,2017-04-29,162,08.11,狮子座,领导狮子座，领导的一周，8.11-8.18,中国 安徽 ,吃半熟蛋、陪老人讲话,影视新闻、汉文化、考古收藏、读书、一个人逛吃,2017.04.29 加入GNZ48二期生<br>2017.04.29 加入GNZ48TeamNIII队（TeamNIII）,,6218546242,9f841b18,B,gnz48,99
