sid,gid,gname,sname,fname,pinyin,abbr,tid,tname,pid,pname,nickname,company,join_day,height,birth_day,star_sign_12,star_sign_48,birth_place,speciality,hobby,experience,catch_phrase,weibo_uid,weibo_verifier,blood_type,tieba_kw,status
10001,10,SNH,陈观慧,陈 观慧,Chen GuanHui,CGH,101,SII,1001,SNH48 一期生,小艾,上海丝芭文化传媒集团有限公司,2012-10-14,161,08.28,处女座,系统化处女座，系统化的一周，8.26-9.2,中国 广东 ,唱歌、跳舞、画画,爵士鼓、跳舞,2012.10.14 加入SNH48一期生<br>2013.04.17 一期生审查通过认可为SNH48正式一期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2014.07.26 SNH48第一届总决选第十名<br>2015.07.25 SNH48第二届总决选第二十二名<br>2016.07.30 SNH48第三届总决选第四十七名<br>2017.07.29 SNH48 GROUP第四届总决选第六十一名,我对你“艾艾艾”不完。。。。,3050708243,655ac839,A,陈观慧,99
10002,10,SNH,陈思,陈 思,Chen Si,CS,101,SII,1001,SNH48 一期生,教练,上海丝芭文化传媒集团有限公司,2012-10-14,163,09.14,处女座,真我处女座，真我的一周，9.11-9.18,中国 湖南 ,双节棍、散打、配音,看动漫、做美食、和朋友一起逛街,2012.10.14 加入SNH48一期生<br>2013.04.17 一期生审查通过认可为SNH48正式一期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2014.07.26 SNH48第一届总决选第九名<br>2015.07.25 SNH48第二届总决选第二十四名<br>2016.07.30 SNH48第三届总决选第三十八名,教练教练甜过初恋，初恋初恋不如教练,3050742117,655ac839,O,陈思,99
10003,10,SNH,戴萌,戴 萌,Dai Meng,DM,101,SII,1001,SNH48 一期生,呆萌,上海丝芭文化传媒集团有限公司,2012-10-14,169,02.08,水瓶座,接纳水瓶座，接纳的一周，2.8-2.15,中国 上海 ,MC、游泳,看动漫、美甲、逛街,2012.10.14 加入SNH48一期生<br>2013.04.17 一期生审查通过认可为SNH48正式一期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2014.07.26 SNH48第一届总决选第十三名<br>2015.07.25 SNH48第二届总决选第十五名<br>2015.09.13 SNH48TeamS队（TeamSII）队长任命<br>2015.10.31 SNH48第一届风尚大赏第六名<br>2016.07.30 SNH48第三届总决选第十二名<br>2016.11.05 SNH48第二届风尚大赏第三名<br>2017.04.07 成为小组合7SENSES成员<br>2017.07.29 SNH48 GROUP第四届总决选第十一名<br>2017.11.18 SNH48 GROUP第三届风尚大赏第一名<br>2018.02.03 新重组SNH48TeamS队（TeamSII）队长任命<br>2018.07.28 SNH48 GROUP第五届总决选第八名,今天开始kirakira从今以后pika,3050709151,655ac839,O,戴萌,99
10004,10,SNH,蒋芸,蒋 芸,Jiang Yun,JY,101,SII,1002,SNH48 二期生,未来,上海丝芭文化传媒集团有限公司,2013-08-18,169,03.27,白羊座,孩子气白羊座，小孩的一周，3.25-4.2,中国 江苏 ,发呆、吃不胖,唱歌、剪辑、坐过山车,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2015.07.25 SNH48第二届总决选第二十一名<br>2017.07.29 SNH48 GROUP第四届总决选第四十四名<br>2018.07.28 SNH48 GROUP第五届总决选第六十二名,每天都要多芸转晴,3675573934,7a3b937f,B,snh48,99
10005,10,SNH,孔肖吟,孔 肖吟,Kong XiaoYin,KXY,101,SII,1001,SNH48 一期生,消音姐,上海丝芭文化传媒集团有限公司,2012-10-14,164,04.11,白羊座,先锋白羊座，先锋的一周，4.11-4.18,中国 辽宁 ,唱歌、跳舞、平面,逛街、唱歌、尝试新鲜事物,2012.10.14 加入SNH48一期生<br>2013.04.17 一期生审查通过认可为SNH48正式一期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2014.07.26 SNH48第一届总决选第十五名<br>2015.07.25 SNH48第二届总决选第十六名<br>2016.07.30 SNH48第三届总决选第二十五名<br>2017.04.07 成为小组合7SENSES成员<br>2017.07.29 SNH48 GROUP第四届总决选第十二名<br>2018.07.28 SNH48 GROUP第五届总决选第十三名,大家好，我是孔肖吟，粉丝，真迷人,3058127927,9ec6eb16,AB,孔肖吟,99
10153,10,SNH,吕一,吕 一,Lv Yi,LY,101,SII,1007,SNH48 七期生,番茄、口口一、吕二,上海丝芭文化传媒集团有限公司,2016-09-15,164,06.27,巨蟹座,同理心巨蟹座，同理心的一周，6.25-7.2,中国 重庆 ,舞蹈、劈叉跳、颜艺、反射弧特长,模仿、自言自语、观察人类、wota艺,2016.09.15 加入SNH48七期生<br>2016.09.15 加入SNH48TeamS队（TeamSII）<br>2017.07.29 SNH48 GROUP第四届总决选第三十六名<br>2018.02.02 成为小组合BLUEV成员<br>2018.02.03 兼任 TeamX队（TeamX）,想成为你心中女一号，大家好我是SNH48 teams2的吕一，大家可以叫我番茄或者口口一,6021143413,b3dc3a7a,A,snh48,99
10006,10,SNH,李宇琪,李 宇琪,Li YuQi,LYQ,101,SII,1001,SNH48 一期生,毛毛,上海丝芭文化传媒集团有限公司,2012-10-14,166,02.26,双鱼座,心灵双鱼座，心灵的一周，2.23-3.2,中国 陕西 ,街舞、桌游、学动物叫,吉他、动漫、看书、破案,2012.10.14 加入SNH48一期生<br>2013.04.17 一期生审查通过认可为SNH48正式一期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2014.07.26 SNH48第一届总决选第十一名<br>2015.07.25 SNH48第二届总决选第七名<br>2016.07.30 SNH48第三届总决选第二十名<br>2017.07.29 SNH48 GROUP第四届总决选第十六名<br>2017.11.18 SNH48 GROUP第三届风尚大赏第四名<br>2018.02.02 成为小组合BLUEV成员<br>2018.02.03 兼任 TeamFt队（TeamFt）<br>2018.07.28 SNH48 GROUP第五届总决选第四十名,我是snh48，termS2的毛毛李宇琪,3050792913,655ac839,O,李宇琪,99
10125,10,SNH,刘增艳,刘 增艳,Liu ZengYan,LZY,101,SII,1005,SNH48 五期生,增锅、增增,上海丝芭文化传媒集团有限公司,2015-07-25,157,08.31,处女座,系统化处女座，系统化的一周，8.26-9.2,中国 四川 ,做咖啡、合气道、逗猫、一本正经看恐怖片、日翻歌曲,ACG、合气道、V家曲、LOL、电吉他、恐怖游戏实况、收拾房间,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.09.15 SNH48TeamXII队（TeamXII）副队长任命<br>2017.07.29 SNH48 GROUP第四届总决选第六十三名<br>2018.02.03 加入SNH48TeamS队（TeamSII）<br>2018.07.28 SNH48 GROUP第五届总决选第三十名,增锅用蒸锅，温暖你心窝，是谁在唱歌，萌萌的增锅。,5681431767,b4a006b3,B,snh48,99
10007,10,SNH,莫寒,莫 寒,Mo Han,MH,101,SII,1001,SNH48 一期生,momo,上海丝芭文化传媒集团有限公司,2012-10-14,163,01.07,摩羯座,决心摩羯座，决心的一周，1.3-1.9,中国 贵州 ,跳舞、颜艺,美食、cosplay、看动漫、玩游戏,2012.10.14 加入SNH48一期生<br>2013.04.17 一期生审查通过认可为SNH48正式一期生<br>2013.11.11 加入SNH48TeamS队（TeamSII），S队队长<br>2014.07.26 SNH48第一届总决选第七名<br>2015.07.25 SNH48第二届总决选第十三名<br>2015.09.13 SNH48TeamS队（TeamSII）副队长任命<br>2016.07.30 SNH48第三届总决选第六名<br>2017.07.29 SNH48 GROUP第四届总决选第八名<br>2018.02.02 成为小组合BLUEV成员<br>2018.02.03 新重组SNH48TeamS队（TeamSII）副队长任命<br>2018.07.28 SNH48 GROUP第五届总决选第五名,蘑菇少女的日常打卡momo哒,3053424305,ce712180,O,莫寒,99
10008,10,SNH,钱蓓婷,钱 蓓婷,Qian BeiTing,QBT,101,SII,1001,SNH48 一期生,钱少,上海丝芭文化传媒集团有限公司,2012-10-14,163,05.07,金牛座,老师金牛座，老师的一周，5.3-5.10,中国 上海 ,模仿,逛街、旅游、赚钱,2012.10.14 加入SNH48一期生<br>2013.04.17 一期生审查通过认可为SNH48正式一期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2015.07.25 SNH48第二届总决选第二十六名<br>2016.07.30 SNH48第三届总决选第二十八名<br>2017.07.29 SNH48 GROUP第四届总决选第二十六名<br>2017.11.18 SNH48 GROUP第三届风尚大赏第六名<br>2018.07.28 SNH48 GROUP第五届总决选第九名,水里撒的钞票,3055272517,ce712180,O,snh48,99
10009,10,SNH,邱欣怡,邱 欣怡,Qiu XinYi,QXY,101,SII,1001,SNH48 一期生,湾湾,上海丝芭文化传媒集团有限公司,2012-10-14,164,01.11,摩羯座,支配摩羯座，支配的一周，1.10-1.16,中国 台湾 ,跳舞、平面,看电影、跳舞、唱歌,2012.10.14 加入SNH48一期生<br>2013.04.17 一期生审查通过认可为SNH48正式一期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2014.07.26 SNH48第一届总决选第二名<br>2015.07.25 SNH48第二届总决选第十四名<br>2015.10.31 SNH48第一届风尚大赏第七名<br>2016.07.30 SNH48第三届总决选第十名,湾湾没想到，节操不见了。,3062769307,9315d80d,A,邱欣怡,99
10010,10,SNH,孙芮,孙 芮,Sun Rui,SR,101,SII,1002,SNH48 二期生,三妹,上海丝芭文化传媒集团有限公司,2013-08-18,170,07.29,狮子座,权威狮子座，权威的一周，7.26-8.2,中国 黑龙江 ,国标舞、搞笑,拍照、吃、电竞、舞蹈,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2017.07.29 SNH48 GROUP第四届总决选第十八名<br>2018.02.02 成为小组合BLUEV成员<br>2018.07.28 SNH48 GROUP第五届总决选第十七名,one,3669091483,7a3b937f,A,snh48,99
10086,10,SNH,邵雪聪,邵 雪聪,Shao XueCong,SXC,101,SII,1004,SNH48 四期生,Coco,上海丝芭文化传媒集团有限公司,2015-01-31,165,08.28,处女座,系统化处女座，系统化的一周，8.26-9.2,中国 河北 ,舞蹈、做手工、表演,爵士舞、宅舞、美食,2015.01.31 加入SNH48四期生<br>2015.04.17 加入SNH48TeamX队（TeamX）<br>2015.07.25 SNH48第二届总决选第十九名<br>2015.09.13 SNH48TeamX队（TeamX）副队长任命<br>2016.07.30 SNH48第三届总决选第四十四名<br>2018.02.03 加入SNH48TeamS队（TeamSII）,甜甜的巧克力是谁做的啊？Coco,5460952383,e694aa82,B,snh48,99
10012,10,SNH,温晶婕,温 晶婕,Wen JingJie,WJJ,101,SII,1002,SNH48 二期生,草莓,上海丝芭文化传媒集团有限公司,2013-08-18,162,03.15,双鱼座,梦想家双鱼座，舞者与梦想家的一周，3.11-3.18,中国 四川 ,做鬼脸、鼓掌,摇滚、悬疑电影、美食,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2018.02.03 加入SNH48Team预备生<br>2018.06.23 SNH48TeamS队（TeamSII）升格,我是草莓温晶晶，我的眼睛亮晶晶。,3675603887,7a3b937f,-,snh48,99
10013,10,SNH,吴哲晗,吴 哲晗,Wu ZheHan,WZH,101,SII,1001,SNH48 一期生,五折,上海丝芭文化传媒集团有限公司,2012-10-14,173,08.26,处女座,系统化处女座，系统化的一周，8.26-9.2,中国 浙江 ,古筝,唱歌、跳舞、小动物,2012.10.14 加入SNH48一期生<br>2013.04.17 一期生审查通过认可为SNH48正式一期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2014.07.26 SNH48第一届总决选第一名<br>2015.02.13 降格为四期生<br>2015.04.17 加入SNH48TeamX队（TeamX）<br>2015.05.06 SNH48TeamSII归队，兼任TeamX<br>2015.10.31 SNH48第一届风尚大赏第三名<br>2016.07.30 SNH48第三届总决选第二十三名<br>2016.11.05 SNH48第二届风尚大赏第二名<br>2017.07.29 SNH48 GROUP第四届总决选第十五名<br>2017.11.18 SNH48 GROUP第三届风尚大赏第五名<br>2018.07.28 SNH48 GROUP第五届总决选第十二名,人人爱我，我爱人人,3050731261,655ac839,O,吴哲晗,99
10014,10,SNH,徐晨辰,徐 晨辰,Xu ChenChen,XCC,101,SII,1001,SNH48 一期生,CC,上海丝芭文化传媒集团有限公司,2012-10-14,161,06.20,双子座,双子巨蟹座，神奇的交界，6.19-6.24,中国 江苏 ,绘画、平面设计、唱歌,画插画、唱歌、读书,2012.10.14 加入SNH48一期生<br>2013.04.17 一期生审查通过认可为SNH48正式一期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2014.07.26 SNH48第一届总决选第十六名,大家好，我是比起化妆更爱画画的cc 徐晨辰,3050758665,655ac839,O,徐晨辰,99
10015,10,SNH,许佳琪,许 佳琪,Xu JiaQi,XJQ,101,SII,1001,SNH48 一期生,kiki,上海丝芭文化传媒集团有限公司,2012-10-14,170,08.27,处女座,系统化处女座，系统化的一周，8.26-9.2,中国 浙江 ,模仿、芭蕾、舞蹈,手工、看电影、时尚,2012.10.14 加入SNH48一期生<br>2013.04.17 一期生审查通过认可为SNH48正式一期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2014.07.26 SNH48第一届总决选第八名<br>2015.07.25 SNH48第二届总决选第二十名<br>2015.10.31 SNH48第一届风尚大赏第一名<br>2016.07.30 SNH48第三届总决选第十一名<br>2016.11.05 SNH48第二届风尚大赏第一名<br>2017.04.07 成为小组合7SENSES成员<br>2017.07.29 SNH48 GROUP第四届总决选第十名<br>2017.11.18 SNH48 GROUP第三届风尚大赏第二名<br>2018.07.28 SNH48 GROUP第五届总决选第七名,大家每天打招呼都“hello kiki,3050737061,655ac839,AB,许佳琪,99
10069,10,SNH,徐伊人,徐 伊人,Xu YiRen,XYR,101,SII,1003,SNH48 三期生,YIR，龙龙酱,上海丝芭文化传媒集团有限公司,2014-07-26,169,02.20,双鱼座,水瓶双鱼座，敏感的交界，2.16-2.22,中国 浙江 ,钢琴、料理、舞蹈,看剧、听戏,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamH队（TeamHII）<br>2018.02.03 加入SNH48TeamS队（TeamSII）,所谓伊人，舞台中央。。。。,5228057280,006ff023,O,snh48,99
10016,10,SNH,徐子轩,徐 子轩,Xu ZiXuan,XZX,101,SII,1002,SNH48 二期生,络络,上海丝芭文化传媒集团有限公司,2013-08-18,172,03.30,白羊座,孩子气白羊座，小孩的一周，3.25-4.2,中国 辽宁 ,竹笛、古典舞,游戏、电竞、吃、模仿,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2016.07.30 SNH48第三届总决选第三十五名<br>2017.07.29 SNH48 GROUP第四届总决选第四十二名<br>2018.07.28 SNH48 GROUP第五届总决选第二十二名,每天都很丧心病狂，大家好我是络络徐子轩,3675905275,7a3b937f,-,snh48,99
10073,10,SNH,袁丹妮,袁 丹妮,Yuan DanNi,YDN,101,SII,1003,SNH48 三期生,考拉，koala,上海丝芭文化传媒集团有限公司,2014-07-26,162,08.07,狮子座,力平衡狮子座，力平衡的一周，8.3-8.10,中国 甘肃 ,民族舞、中国舞,听各种风格的歌、看各种风格的书、弹琴、看动漫,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamS队（TeamSII）<br>2015.09.13 SNH48 TeamH队（Team HII）兼任,,5225886388,f6565cc7,A,snh48,99
10017,10,SNH,袁雨桢,袁 雨桢,Yuan YuZhen,YYZ,101,SII,1002,SNH48 二期生,余震、俊俊,上海丝芭文化传媒集团有限公司,2013-08-18,160,01.10,摩羯座,支配摩羯座，支配的一周，1.10-1.16,中国 湖南 ,声乐、逆向思维,睡觉、编曲,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2016.07.30 SNH48第三届总决选第二十九名<br>2017.07.29 SNH48 GROUP第四届总决选第六十四名<br>2018.07.28 SNH48 GROUP第五届总决选第六十三名,UP!UP!UP!,3720838047,e48e34cc,-,snh48,99
10077,10,SNH,赵晔,赵 晔,Zhao Ye,ZY,101,SII,1003,SNH48 三期生,腿腿，雪野,上海丝芭文化传媒集团有限公司,2014-07-26,170,08.28,处女座,系统化处女座，系统化的一周，8.26-9.2,中国 江苏 ,冷场,动漫、日剧、翻唱、cosplay、宅舞,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamS队（TeamSII）,-,5221220112,d15df18b,B,snh48,99
10019,10,SNH,张语格,张 语格,Zhang YuGe,ZYG,101,SII,1001,SNH48 一期生,章鱼哥,上海丝芭文化传媒集团有限公司,2012-10-14,170,05.11,金牛座,纯真金牛座，纯真的一周，5.11-5.18,中国 黑龙江 ,学习能力、日语,看书、看电影、想事情,2012.10.14 加入SNH48一期生<br>2013.04.17 一期生审查通过认可为SNH48正式一期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2014.07.26 SNH48第一届总决选第五名<br>2015.07.25 SNH48第二届总决选第五名<br>2015.10.31 SNH48第一届风尚大赏第五名<br>2016.07.30 SNH48第三届总决选第八名<br>2016.12.18 北京国际微电影节 凭借《纪念品》获得 “最佳女主角”<br>2017.04.07 成为小组合7SENSES成员<br>2017.07.29 SNH48 GROUP第四届总决选第九名<br>2017.11.18 SNH48 GROUP第三届风尚大赏第八名<br>2018.07.28 SNH48 GROUP第五届总决选第十六名,大家好，我是张语格，嘟嘟叭叭叭啦,3050783091,655ac839,A,张语格,99
10020,10,SNH,陈佳莹,陈 佳莹,Chen JiaYing,CJY,102,NII,1002,SNH48 二期生,呵呵姐,上海丝芭文化传媒集团有限公司,2013-08-18,165,07.12,巨蟹座,说客巨蟹座，说客的一周，7.11-7.18,中国 上海 ,烹饪,唱歌、美食、看电影,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）,莹宝莹宝，因你而饱,3668830595,7a3b937f,-,snh48,99
10023,10,SNH,冯薪朵,冯 薪朵,Feng XinDuo,FXD,102,NII,1002,SNH48 二期生,那那西,上海丝芭文化传媒集团有限公司,2013-08-18,162,01.24,水瓶座,天才水瓶座，天才的一周，1.23-1.30,中国 辽宁 ,钢琴、画画、配音,掌机、高达、拆家电,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）<br>2015.02.13 N队队长任命<br>2015.07.25 SNH48第二届总决选第十二名<br>2016.07.30 SNH48第三届总决选第五名<br>2017.07.29 SNH48 GROUP第四届总决选第四名<br>2017.12.21 SNH48TeamN队（TeamNII）队长卸任<br>2018.02.02 成为小组合HO2成员<br>2018.07.28 SNH48 GROUP第五届总决选第三名,Happy,3675868752,7a3b937f,-,snh48,99
10025,10,SNH,黄婷婷,黄 婷婷,Huang TingTing,HTT,102,NII,1002,SNH48 二期生,阔太太,上海丝芭文化传媒集团有限公司,2013-08-18,165,09.08,处女座,神秘处女座，谜样的一周，9.3-9.10,中国 江苏 ,日语,唰,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）<br>2015.02.13 N队副队长任命<br>2015.07.25 SNH48第二届总决选第四名<br>2016.07.30 SNH48第三届总决选第三名<br>2017.07.29 SNH48 GROUP第四届总决选第三名<br>2017.12.21 SNH48TeamN队（TeamNII）副队长卸任<br>2018.07.28 SNH48 GROUP第五届总决选第二名,htt~啪啪啪啪啪啪,3668822213,7a3b937f,-,snh48,99
10026,10,SNH,何晓玉,何 晓玉,He XiaoYu,HXY,102,NII,1002,SNH48 二期生,晓晓、小玉,上海丝芭文化传媒集团有限公司,2013-08-18,167,10.31,天蝎座,强烈天蝎座，强烈的一周，10.26-11.2,中国 湖北 ,日语、做鬼脸、唱歌,扔飞镖、看电影、发呆,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）<br>2017.07.29 SNH48 GROUP第四届总决选第五十九名<br>2017.11.18 SNH48 GROUP第三届风尚大赏第十一名<br>2018.02.03 新重组SNH48TeamN队（TeamNII）副队长任命,每天都要smile，天天都要happy,3675885002,7a3b937f,-,snh48,99
10178,10,SNH,金莹玥,金 莹玥,Jin Yingyue,JYY,102,NII,1008,SNH48 八期生,金兔牙,上海丝芭文化传媒集团有限公司,2017-05-28,171,05.27,双子座,自由双子座，自由的一周，5.25-6.2,中国 江苏 ,跳舞,画画、滑旱冰,2017.05.28 加入SNH48八期生<br>2017.05.28 加入SNH48TeamN队（TeamNII）,大家好，我是SNH48 TEAM NII的金莹玥。,6218364821,598a2a2b,B,snh48,99
10156,10,SNH,江真仪,江 真仪,Jiang ZhenYi,JZY,102,NII,1007,SNH48 七期生,百合子 、 yuriko,上海丝芭文化传媒集团有限公司,2016-09-15,170,02.08,水瓶座,接纳水瓶座，接纳的一周，2.8-2.15,中国 上海 ,弹奏乐器、翻唱、写东西,睡觉、写曲子、cosplay、看书、吃东西,2016.09.15 加入SNH48七期生<br>2016.09.15 加入SNH48TeamN队（TeamNII）<br>2017.07.29 SNH48 GROUP第四届总决选第五十五名,不仅要长得帅还要？江真仪（讲正义）,6021669925,529281fc,-,snh48,99
10201,10,SNH,刘洁,刘 洁,Liu Jie,LJ,102,NII,1010,SNH48 十期生,影姿、影子,上海丝芭文化传媒集团有限公司,2018-09-09,167,08.01,狮子座,权威狮子座，权威的一周，7.26-8.2,中国 江苏 ,运动、化妆、唱歌,旅游、摄影、看书,2018.09.09 加入SNH48十期生<br>2018.09.09 加入SNH48TeamN队（TeamNII）,大家好，我是SNH48 TeamNII的刘洁。,6686053232,94a37991,O,snh48,99
10202,10,SNH,栾嘉仪,栾 嘉仪,Luan JiaYi,LJY,102,NII,1010,SNH48 十期生,咖喱,上海丝芭文化传媒集团有限公司,2018-09-09,164,11.26,射手座,独立射手座，独立的一周，11.25-12.2,中国 北京 ,舞蹈,看电影、跳舞、模仿蜡笔小新,2018.09.09 加入SNH48十期生<br>2018.09.09 加入SNH48TeamN队（TeamNII）,大家好，我是SNH48 TeamNII的栾嘉仪。,6686046155,94a37991,O,snh48,99
10030,10,SNH,陆婷,陆 婷,Lu Ting,LT,102,NII,1002,SNH48 二期生,大哥,上海丝芭文化传媒集团有限公司,2013-08-18,164,12.18,射手座,泰坦神射手座，巨人的一周，12.11-12.18,中国 上海 ,主持,看电影、购物,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）<br>2015.07.25 SNH48第二届总决选第十名<br>2016.07.30 SNH48第三届总决选第七名<br>2016.11.05 SNH48第二届风尚大赏第四名<br>2017.07.29 SNH48 GROUP第四届总决选第五名<br>2018.02.02 成为小组合HO2成员<br>2018.07.28 SNH48 GROUP第五届总决选第四名,萝莉御姐hold得住，长发短发总相宜，大家好我是陆婷。,3669120105,7a3b937f,A,snh48,99
10177,10,SNH,陶波尔,陶 波尔,Tao BoEr,TBE,102,NII,1008,SNH48 八期生,兮落,上海丝芭文化传媒集团有限公司,2017-05-12,164,06.20,双子座,双子巨蟹座，神奇的交界，6.19-6.24,中国 重庆 ,画画、cosplay、宅舞,吃、动漫、游戏,2017.05.12 加入SNH48八期生<br>2017.05.12 加入SNH48TeamXII队（TeamXII）<br>2018.02.03 加入SNH48TeamN队（TeamNII）,大家好，我是SNH48 Team NII的陶波尔。,6222140840,598a2a2b,A,snh48,99
10067,10,SNH,谢妮,谢 妮,Xie Ni,XN,102,NII,1003,SNH48 三期生,妮子,上海丝芭文化传媒集团有限公司,2014-07-26,161,02.12,水瓶座,接纳水瓶座，接纳的一周，2.8-2.15,中国 上海 ,思考,看电影、美食、收集文具,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamH队（TeamHII）<br>2016.07.30 SNH48第三届总决选三十名<br>2016.11.05 成为小组合COLOR GIRLS成员<br>2017.07.29 SNH48 GROUP第四届总决选第六十名<br>2018.02.03 加入SNH48TeamN队（TeamNII）<br>2018.02.03 兼任 TeamFt队（TeamFt）<br>2018.07.28 SNH48 GROUP第五届总决选第五十四名,Everyone,5230874533,48269f59,-,snh48,99
10159,10,SNH,许逸,许 逸,Xu Yi,XY,102,NII,1007,SNH48 七期生,小言,上海丝芭文化传媒集团有限公司,2016-09-15,163,10.07,天秤座,社会天秤座，社会的一周，10.3-10.10,中国 四川 ,跳舞、走路,唱歌、写字、编头发、吃水果、辣,2016.09.15 加入SNH48七期生<br>2016.09.15 加入SNH48TeamN队（TeamNII）,并非蓄意谋划而是深深牵挂，大家好我是来自四川的许逸,6627576447,1e1eba72,O,snh48,99
10036,10,SNH,易嘉爱,易 嘉爱,Yi JiaAi,YJA,102,NII,1002,SNH48 二期生,守年,上海丝芭文化传媒集团有限公司,2013-08-18,160,06.07,双子座,语言双子座，新语言的一周，6.3-6.10,中国 广东 ,唱歌、钢琴、短跑,唱歌、宅舞、电吉他、创作、吃,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）<br>2014.07.26 SNH48第一届总决选第十四名<br>2015.07.25 SNH48第二届总决选第八名<br>2016.07.30 SNH48第三届总决选第二十六名<br>2017.07.29 SNH48 GROUP第四届总决选第三十九名<br>2018.02.03 新重组SNH48TeamN队（TeamNII）队长任命<br>2018.07.28 SNH48 GROUP第五届总决选第二十五名,一加一等于二，一加二等于易嘉爱，大家好我是snh48,3675601605,7a3b937f,-,snh48,99
10205,10,SNH,颜沁,颜 沁,Yan Qin,YQ,102,NII,1011,SNH48 十一期生,沁沁、懒懒,上海丝芭文化传媒集团有限公司,2018-11-02,163,11.23,射手座,天蝎射手座，变革的交界，11.19-11.24,中国 湖南 ,唱歌,拍照、旅行,2018.11.02 加入SNH48十一期生<br>2018.11.02 加入SNH48TeamN队（TeamNII）,大家好，我是SNH48 TeamNII的颜沁。,6812190117,54e9aa67,A,snh48,99
10203,10,SNH,周睿林,周 睿林,Zhou RuiLin,ZRL,102,NII,1010,SNH48 十期生,小林,上海丝芭文化传媒集团有限公司,2018-09-09,163,06.01,双子座,自由双子座，自由的一周，5.25-6.2,中国 重庆 ,舞蹈、走秀、运动,舞蹈,2018.09.09 加入SNH48十期生<br>2018.09.09 加入SNH48TeamN队（TeamNII）,大家好，我是SNH48 TeamNII的周睿林。,6686886410,94a37991,A,snh48,99
10037,10,SNH,赵粤,赵 粤,Zhao Yue,ZY,102,NII,1002,SNH48 二期生,玉米、会长、广东仔,上海丝芭文化传媒集团有限公司,2013-08-18,166,04.29,金牛座,展现金牛座，展现的一周，4.25-5.2,中国 湖北 ,舞蹈、软功、翻跟头,舞蹈、动漫、摄影、音乐,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）<br>2015.07.25 SNH48第二届总决选第十一名<br>2016.07.30 SNH48第三届总决选第九名<br>2017.04.07 成为小组合7SENSES成员<br>2017.07.29 SNH48 GROUP第四届总决选第七名<br>2018.07.28 SNH48 GROUP第五届总决选第六名,想变成月亮一直照耀着大家，大家好，我是赵粤也是会长。,3668829440,7a3b937f,-,snh48,99
10141,10,SNH,张怡,张 怡,Zhang Yi,ZY,102,NII,1005,SNH48 五期生,栗子,上海丝芭文化传媒集团有限公司,2015-07-25,164,06.22,巨蟹座,双子巨蟹座，神奇的交界，6.19-6.24,中国 安徽 ,画画、拍照、呆,画画、吐槽、看电影、看动漫,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.07.30 SNH48第三届总决选第三十三名<br>2016.09.15 SNH48TeamXII队（TeamXII）队长任命<br>2017.07.29 SNH48 GROUP第四届总决选第三十一名<br>2018.02.03 加入SNH48TeamN队（TeamNII）<br>2018.07.28 SNH48 GROUP第五届总决选第三十一名,老板我要一份，糖炒栗子！大家好我是snh48五期生张怡，大家可以叫我栗子！,5690216533,2ee05fd2,O,snh48,99
